订单编号,总金额,买家实际支付金额,收货地址 ,订单创建时间,订单付款时间 ,退款金额
19669,37.0,37.0,四川省,2020-02-24 16:02:19,2020-02-24 16:02:34,0.0
19670,61.0,61.0,河北省,2020-02-24 15:59:37,2020-02-24 16:02:28,0.0
19671,45.0,45.0,浙江省,2020-02-24 15:59:03,2020-02-24 15:59:12,0.0
19672,69.0,0.0,山东省,2020-02-24 15:58:04,2020-02-24 15:58:10,69.0
19673,168.0,168.0,江苏省,2020-02-24 15:56:46,2020-02-24 15:56:53,0.0
19674,45.0,45.0,河南省,2020-02-24 15:55:38,2020-02-24 15:55:51,0.0
19675,61.0,61.0,云南省,2020-02-24 15:55:31,2020-02-24 15:55:38,0.0
19676,120.0,120.0,辽宁省,2020-02-24 15:54:52,2020-02-24 15:55:18,0.0
19677,128.0,128.0,江西省,2020-02-24 15:54:50,2020-02-24 15:54:58,0.0
19678,45.0,45.0,辽宁省,2020-02-24 15:54:42,2020-02-24 15:54:55,0.0
19679,43.0,43.0,广东省,2020-02-24 15:54:10,2020-02-24 15:54:14,0.0
19680,183.0,119.0,山东省,2020-02-24 15:53:46,2020-02-24 15:53:54,64.0
19681,85.0,85.0,江苏省,2020-02-24 15:53:42,2020-02-24 15:53:50,0.0
19682,287.0,287.0,浙江省,2020-02-24 15:53:37,2020-02-24 15:53:42,0.0
19683,37.0,0.0,云南省,2020-02-24 15:53:35,2020-02-24 15:53:40,37.0
19684,53.0,53.0,四川省,2020-02-24 15:53:25,2020-02-24 15:53:31,0.0
19685,168.0,168.0,安徽省,2020-02-24 15:53:13,2020-02-24 15:53:17,0.0
19686,21.0,0.0,浙江省,2020-02-24 15:51:44,,0.0
19687,37.0,37.0,山东省,2020-02-24 15:51:40,2020-02-24 15:51:45,0.0
19688,37.0,0.0,湖南省,2020-02-24 15:49:55,,0.0
19689,37.0,0.0,湖南省,2020-02-24 15:49:20,,0.0
19690,69.0,0.0,浙江省,2020-02-24 15:47:44,,0.0
19691,119.0,0.0,辽宁省,2020-02-24 15:47:26,2020-02-24 15:47:34,119.0
19692,45.0,45.0,北京,2020-02-24 15:46:58,2020-02-24 15:47:06,0.0
19693,168.0,168.0,北京,2020-02-24 15:46:58,2020-02-24 15:47:05,0.0
19694,238.0,0.0,浙江省,2020-02-24 15:46:58,2020-02-24 15:51:54,238.0
19695,168.0,168.0,天津,2020-02-24 15:45:57,2020-02-24 15:46:04,0.0
19696,223.0,223.0,河北省,2020-02-24 15:45:44,2020-02-24 15:48:41,0.0
19697,168.0,0.0,山东省,2020-02-24 15:45:14,2020-02-24 15:45:19,168.0
19698,119.0,119.0,安徽省,2020-02-24 15:44:11,2020-02-24 15:44:14,0.0
19699,318.0,318.0,广东省,2020-02-24 15:44:02,2020-02-24 15:44:09,0.0
19700,119.0,119.0,北京,2020-02-24 15:43:28,2020-02-24 15:43:33,0.0
19701,160.0,160.0,天津,2020-02-24 15:43:20,2020-02-24 15:43:29,0.0
19702,45.0,0.0,北京,2020-02-24 15:42:47,,0.0
19703,21.0,0.0,四川省,2020-02-24 15:42:45,,0.0
19704,184.0,184.0,河南省,2020-02-24 15:42:30,2020-02-24 15:43:00,0.0
19705,85.0,0.0,天津,2020-02-24 15:41:25,,0.0
19706,61.0,61.0,重庆,2020-02-24 15:41:11,2020-02-24 15:41:19,0.0
19707,21.0,21.0,山东省,2020-02-24 15:40:55,2020-02-24 15:41:07,0.0
19708,504.0,0.0,湖南省,2020-02-24 15:40:39,,0.0
19709,168.0,0.0,重庆,2020-02-24 15:39:52,,0.0
19710,45.0,45.0,辽宁省,2020-02-24 15:39:39,2020-02-24 15:39:52,0.0
19711,119.0,119.0,江苏省,2020-02-24 15:39:23,2020-02-24 15:39:30,0.0
19712,168.0,168.0,上海,2020-02-24 15:39:01,2020-02-24 15:39:17,0.0
19713,168.0,168.0,浙江省,2020-02-24 15:37:30,2020-02-24 15:37:34,0.0
19714,69.0,69.0,浙江省,2020-02-24 15:36:30,2020-02-24 15:41:19,0.0
19715,69.0,69.0,辽宁省,2020-02-24 15:36:13,2020-02-24 15:36:29,0.0
19716,48.0,48.0,河北省,2020-02-24 15:36:11,2020-02-24 15:36:17,0.0
19717,40.0,40.0,江西省,2020-02-24 15:35:33,2020-02-24 15:36:28,0.0
19718,53.0,0.0,辽宁省,2020-02-24 15:35:25,,0.0
19719,16.0,16.0,广东省,2020-02-24 15:35:13,2020-02-24 15:36:10,0.0
19720,114.0,0.0,上海,2020-02-24 15:34:25,2020-02-24 15:34:31,114.0
19721,37.0,37.0,河北省,2020-02-24 15:34:15,2020-02-24 15:34:21,0.0
19722,83.0,83.0,辽宁省,2020-02-24 15:33:26,2020-02-24 15:42:36,0.0
19723,45.0,45.0,浙江省,2020-02-24 15:33:16,2020-02-24 15:33:24,0.0
19724,363.0,363.0,浙江省,2020-02-24 15:33:03,2020-02-24 15:33:09,0.0
19725,85.0,0.0,天津,2020-02-24 15:32:47,2020-02-24 15:33:01,85.0
19726,40.0,40.0,上海,2020-02-24 15:31:26,2020-02-24 15:32:15,0.0
19727,119.0,119.0,江苏省,2020-02-24 15:31:16,2020-02-24 15:31:27,0.0
19728,45.0,0.0,重庆,2020-02-24 15:31:10,,0.0
19729,287.0,287.0,浙江省,2020-02-24 15:31:03,2020-02-24 15:31:10,0.0
19730,48.0,48.0,山东省,2020-02-24 15:29:50,2020-02-24 15:31:20,0.0
19731,168.0,0.0,上海,2020-02-24 15:29:44,2020-02-24 15:29:54,168.0
19732,45.0,0.0,天津,2020-02-24 15:29:23,,0.0
19733,45.0,0.0,上海,2020-02-24 15:29:20,,0.0
19734,45.0,45.0,上海,2020-02-24 15:29:06,2020-02-24 15:29:10,0.0
19735,83.0,83.0,浙江省,2020-02-24 15:28:47,2020-02-24 15:29:00,0.0
19736,21.0,21.0,浙江省,2020-02-24 15:28:19,2020-02-24 15:28:25,0.0
19737,45.0,0.0,重庆,2020-02-24 15:28:02,,0.0
19738,168.0,0.0,辽宁省,2020-02-24 15:28:01,,0.0
19739,37.0,37.0,湖南省,2020-02-24 15:27:54,2020-02-24 15:27:58,0.0
19740,45.0,45.0,贵州省,2020-02-24 15:26:28,2020-02-24 15:26:36,0.0
19741,45.0,45.0,上海,2020-02-24 15:25:45,2020-02-24 15:25:51,0.0
19742,119.0,119.0,内蒙古自治区,2020-02-24 15:24:58,2020-02-24 15:25:07,0.0
19743,208.0,208.0,辽宁省,2020-02-24 15:24:52,2020-02-24 15:24:59,0.0
19744,128.0,0.0,重庆,2020-02-24 15:24:27,2020-02-24 15:24:31,128.0
19745,160.0,160.0,山东省,2020-02-24 15:23:36,2020-02-24 15:24:15,0.0
19746,163.0,163.0,河北省,2020-02-24 15:22:02,2020-02-24 15:22:09,0.0
19747,21.0,0.0,广东省,2020-02-24 15:22:00,2020-02-24 15:22:04,21.0
19748,37.0,37.0,河南省,2020-02-24 15:21:13,2020-02-24 15:25:06,0.0
19749,224.0,0.0,上海,2020-02-24 15:20:20,,0.0
19750,43.0,43.0,云南省,2020-02-24 15:20:18,2020-02-24 15:20:23,0.0
19751,232.0,232.0,浙江省,2020-02-24 15:19:20,2020-02-24 15:19:26,0.0
19752,53.0,53.0,陕西省,2020-02-24 15:18:38,2020-02-24 15:18:52,0.0
19753,238.0,238.0,北京,2020-02-24 15:18:38,2020-02-24 15:18:47,0.0
19754,81.0,81.0,山西省,2020-02-24 15:17:33,2020-02-24 15:17:41,0.0
19755,189.0,189.0,四川省,2020-02-24 15:14:21,2020-02-24 15:14:26,0.0
19756,160.0,160.0,北京,2020-02-24 15:13:02,2020-02-24 15:13:17,0.0
19757,69.0,69.0,上海,2020-02-24 15:11:50,2020-02-24 15:11:55,0.0
19758,308.0,308.0,天津,2020-02-24 15:11:50,2020-02-24 15:11:53,0.0
19759,42.0,42.0,四川省,2020-02-24 15:10:46,2020-02-24 15:10:53,0.0
19760,43.0,43.0,上海,2020-02-24 15:10:15,2020-02-24 15:10:24,0.0
19761,53.0,53.0,云南省,2020-02-24 15:09:34,2020-02-24 15:09:43,0.0
19762,151.0,0.0,天津,2020-02-24 15:07:25,2020-02-24 15:07:29,151.0
19763,37.0,0.0,广东省,2020-02-24 15:06:59,,0.0
19764,238.0,0.0,北京,2020-02-24 15:06:56,,0.0
19765,85.0,85.0,江苏省,2020-02-24 15:06:27,2020-02-24 15:06:32,0.0
19766,77.0,77.0,辽宁省,2020-02-24 15:05:53,2020-02-24 15:06:00,0.0
19767,112.0,112.0,北京,2020-02-24 15:05:09,2020-02-24 15:05:18,0.0
19768,77.0,0.0,浙江省,2020-02-24 15:04:28,2020-02-24 15:04:34,77.0
19769,77.0,77.0,上海,2020-02-24 15:04:06,2020-02-24 15:04:11,0.0
19770,45.0,45.0,云南省,2020-02-24 15:02:16,2020-02-24 15:02:25,0.0
19771,140.0,140.0,江西省,2020-02-24 15:01:50,2020-02-24 15:01:54,0.0
19772,101.0,0.0,四川省,2020-02-24 15:01:04,2020-02-24 15:01:12,101.0
19773,85.0,0.0,江苏省,2020-02-24 14:59:52,,0.0
19774,160.0,160.0,天津,2020-02-24 14:59:18,2020-02-24 15:13:27,0.0
19775,75.0,5.0,江苏省,2020-02-24 14:58:39,2020-02-24 14:58:50,70.0
19776,119.0,119.0,重庆,2020-02-24 14:58:18,2020-02-24 14:58:26,0.0
19777,189.0,189.0,四川省,2020-02-24 14:57:35,2020-02-24 15:07:08,0.0
19778,160.0,160.0,广东省,2020-02-24 14:57:00,2020-02-24 14:57:07,0.0
19779,37.0,0.0,江西省,2020-02-24 14:54:59,,0.0
19780,119.0,0.0,江苏省,2020-02-24 14:54:34,,0.0
19781,119.0,119.0,湖南省,2020-02-24 14:53:22,2020-02-24 14:53:27,0.0
19782,119.0,0.0,江苏省,2020-02-24 14:53:20,,0.0
19783,85.0,85.0,江苏省,2020-02-24 14:53:11,2020-02-24 14:53:27,0.0
19784,85.0,85.0,北京,2020-02-24 14:52:59,2020-02-24 14:53:10,0.0
19785,37.0,37.0,河北省,2020-02-24 14:50:00,2020-02-24 14:50:06,0.0
19786,45.0,45.0,江苏省,2020-02-24 14:49:55,2020-02-24 14:50:08,0.0
19787,45.0,45.0,云南省,2020-02-24 14:49:41,2020-02-24 14:50:10,0.0
19788,304.0,304.0,山东省,2020-02-24 14:49:22,2020-02-24 14:49:26,0.0
19789,21.0,21.0,广东省,2020-02-24 14:49:14,2020-02-24 14:49:27,0.0
19790,69.0,5.0,四川省,2020-02-24 14:48:51,2020-02-24 14:48:56,64.0
19791,45.0,45.0,四川省,2020-02-24 14:48:05,2020-02-24 19:47:29,0.0
19792,85.0,85.0,北京,2020-02-24 14:47:56,2020-02-24 14:49:26,0.0
19793,37.0,37.0,浙江省,2020-02-24 14:44:20,2020-02-24 14:44:26,0.0
19794,21.0,0.0,山东省,2020-02-24 14:43:23,,0.0
19795,45.0,45.0,江西省,2020-02-24 14:41:03,2020-02-24 14:41:07,0.0
19796,69.0,69.0,江西省,2020-02-24 14:40:35,2020-02-24 14:40:42,0.0
19797,81.0,81.0,上海,2020-02-24 14:40:02,2020-02-24 14:40:20,0.0
19798,195.0,195.0,辽宁省,2020-02-24 14:39:20,2020-02-24 14:41:42,0.0
19799,45.0,45.0,内蒙古自治区,2020-02-24 14:39:15,2020-02-24 14:39:31,0.0
19800,183.0,183.0,江苏省,2020-02-24 14:38:57,2020-02-24 14:39:24,0.0
19801,400.0,400.0,上海,2020-02-24 14:38:22,2020-02-24 14:38:28,0.0
19802,43.0,43.0,天津,2020-02-24 14:37:40,2020-02-24 14:37:47,0.0
19803,45.0,45.0,北京,2020-02-24 14:37:26,2020-02-24 14:37:35,0.0
19804,37.0,0.0,湖北省,2020-02-24 14:36:48,,0.0
19805,37.0,37.0,河南省,2020-02-24 14:35:26,2020-02-24 14:35:29,0.0
19806,119.0,119.0,湖南省,2020-02-24 14:35:11,2020-02-24 14:35:29,0.0
19807,199.0,199.0,河南省,2020-02-24 14:35:04,2020-02-24 14:35:11,0.0
19808,85.0,85.0,四川省,2020-02-24 14:34:05,2020-02-24 14:34:11,0.0
19809,45.0,45.0,山东省,2020-02-24 14:33:42,2020-02-24 14:33:51,0.0
19810,45.0,45.0,四川省,2020-02-24 14:33:41,2020-02-24 14:33:51,0.0
19811,37.0,37.0,四川省,2020-02-24 14:33:34,2020-02-24 14:33:41,0.0
19812,37.0,37.0,北京,2020-02-24 14:33:24,2020-02-24 14:33:52,0.0
19813,119.0,119.0,上海,2020-02-24 14:31:40,2020-02-24 14:31:44,0.0
19814,61.0,61.0,河南省,2020-02-24 14:31:09,2020-02-24 14:31:15,0.0
19815,198.0,118.0,山东省,2020-02-24 14:30:43,2020-02-24 14:30:47,80.0
19816,104.0,104.0,四川省,2020-02-24 14:28:53,2020-02-24 14:28:58,0.0
19817,45.0,45.0,上海,2020-02-24 14:28:38,2020-02-24 14:28:44,0.0
19818,69.0,0.0,天津,2020-02-24 14:28:04,2020-02-24 14:30:41,69.0
19819,45.0,45.0,江苏省,2020-02-24 14:26:19,2020-02-24 14:26:26,0.0
19820,53.0,0.0,四川省,2020-02-24 14:25:55,2020-02-24 14:26:01,53.0
19821,85.0,0.0,北京,2020-02-24 14:25:18,2020-02-24 14:25:24,85.0
19822,112.0,112.0,四川省,2020-02-24 14:24:30,2020-02-24 14:24:34,0.0
19823,119.0,119.0,江苏省,2020-02-24 14:24:24,2020-02-24 14:24:33,0.0
19824,151.0,0.0,云南省,2020-02-24 14:24:17,2020-02-24 14:24:25,151.0
19825,85.0,85.0,北京,2020-02-24 14:24:08,2020-02-24 14:24:18,0.0
19826,85.0,85.0,四川省,2020-02-24 14:22:52,2020-02-24 14:23:00,0.0
19827,119.0,119.0,吉林省,2020-02-24 14:22:29,2020-02-24 14:22:37,0.0
19828,43.0,43.0,浙江省,2020-02-24 14:21:55,2020-02-24 14:22:05,0.0
19829,119.0,0.0,吉林省,2020-02-24 14:21:31,,0.0
19830,119.0,119.0,浙江省,2020-02-24 14:20:54,2020-02-24 14:21:00,0.0
19831,183.0,183.0,天津,2020-02-24 14:18:52,2020-02-24 14:19:02,0.0
19832,83.0,83.0,浙江省,2020-02-24 14:18:46,2020-02-24 14:18:56,0.0
19833,21.0,21.0,河北省,2020-02-24 14:18:29,2020-02-24 14:18:35,0.0
19834,119.0,119.0,浙江省,2020-02-24 14:16:56,2020-02-24 14:16:59,0.0
19835,231.0,231.0,上海,2020-02-24 14:15:18,2020-02-24 14:20:06,0.0
19836,37.0,37.0,云南省,2020-02-24 14:14:12,2020-02-24 14:14:23,0.0
19837,37.0,37.0,广东省,2020-02-24 14:13:45,2020-02-24 14:13:51,0.0
19838,167.0,167.0,重庆,2020-02-24 14:13:38,2020-02-24 14:13:43,0.0
19839,37.0,0.0,河南省,2020-02-24 14:12:41,,0.0
19840,37.0,37.0,云南省,2020-02-24 14:12:27,2020-02-24 14:12:33,0.0
19841,167.0,167.0,河南省,2020-02-24 14:11:04,2020-02-24 14:11:08,0.0
19842,21.0,0.0,河北省,2020-02-24 14:10:21,,0.0
19843,101.0,101.0,广东省,2020-02-24 14:10:04,2020-02-24 14:10:17,0.0
19844,271.0,0.0,山东省,2020-02-24 14:08:38,2020-02-24 14:08:51,271.0
19845,151.0,151.0,湖南省,2020-02-24 14:07:08,2020-02-24 14:07:22,0.0
19846,45.0,45.0,辽宁省,2020-02-24 14:05:47,2020-02-24 14:05:53,0.0
19847,69.0,69.0,北京,2020-02-24 14:05:07,2020-02-24 14:05:22,0.0
19848,191.0,191.0,广东省,2020-02-24 14:04:32,2020-02-24 14:04:38,0.0
19849,21.0,21.0,重庆,2020-02-24 14:04:30,2020-02-24 14:04:37,0.0
19850,238.0,0.0,四川省,2020-02-24 14:03:31,,0.0
19851,151.0,119.0,吉林省,2020-02-24 14:03:28,2020-02-24 14:03:32,32.0
19852,45.0,45.0,浙江省,2020-02-24 14:01:52,2020-02-24 14:02:05,0.0
19853,45.0,45.0,天津,2020-02-24 14:01:35,2020-02-24 14:01:41,0.0
19854,45.0,45.0,山东省,2020-02-24 14:01:21,2020-02-24 14:01:32,0.0
19855,85.0,0.0,山东省,2020-02-24 14:00:42,2020-02-24 14:00:50,85.0
19856,116.0,0.0,重庆,2020-02-24 14:00:37,2020-02-24 14:00:41,116.0
19857,119.0,119.0,浙江省,2020-02-24 13:59:18,2020-02-24 13:59:28,0.0
19858,119.0,119.0,上海,2020-02-24 13:56:52,2020-02-24 13:57:04,0.0
19859,85.0,0.0,上海,2020-02-24 13:56:20,,0.0
19860,195.0,195.0,广东省,2020-02-24 13:55:55,2020-02-24 13:55:59,0.0
19861,85.0,85.0,河北省,2020-02-24 13:54:33,2020-02-24 13:54:43,0.0
19862,204.0,204.0,北京,2020-02-24 13:53:52,2020-02-24 13:54:58,0.0
19863,119.0,119.0,安徽省,2020-02-24 13:53:46,2020-02-24 13:53:51,0.0
19864,199.0,199.0,广东省,2020-02-24 13:53:19,2020-02-24 13:53:28,0.0
19865,45.0,45.0,福建省,2020-02-24 13:52:57,2020-02-24 13:53:02,0.0
19866,183.0,64.0,四川省,2020-02-24 13:52:54,2020-02-24 13:53:03,119.0
19867,69.0,69.0,安徽省,2020-02-24 13:52:14,2020-02-24 13:52:19,0.0
19868,53.0,53.0,山西省,2020-02-24 13:51:14,2020-02-24 13:51:23,0.0
19869,119.0,119.0,吉林省,2020-02-24 13:49:21,2020-02-24 13:49:25,0.0
19870,119.0,119.0,吉林省,2020-02-24 13:48:59,2020-02-24 13:49:07,0.0
19871,119.0,119.0,广东省,2020-02-24 13:48:30,2020-02-24 13:48:57,0.0
19872,43.0,43.0,河北省,2020-02-24 13:47:44,2020-02-24 14:34:00,0.0
19873,119.0,0.0,河北省,2020-02-24 13:46:36,2020-02-24 13:46:42,119.0
19874,43.0,43.0,上海,2020-02-24 13:43:45,2020-02-24 13:43:56,0.0
19875,85.0,85.0,海南省,2020-02-24 13:43:29,2020-02-24 13:43:45,0.0
19876,119.0,119.0,浙江省,2020-02-24 13:43:21,2020-02-24 13:43:27,0.0
19877,112.0,0.0,重庆,2020-02-24 13:42:12,2020-02-24 13:42:48,112.0
19878,119.0,0.0,海南省,2020-02-24 13:41:55,2020-02-24 13:41:59,119.0
19879,119.0,0.0,河北省,2020-02-24 13:40:17,,0.0
19880,85.0,85.0,上海,2020-02-24 13:38:06,2020-02-24 18:36:28,0.0
19881,228.0,228.0,上海,2020-02-24 13:38:05,2020-02-24 13:38:09,0.0
19882,119.0,119.0,天津,2020-02-24 13:36:32,2020-02-24 13:36:41,0.0
19883,238.0,0.0,河北省,2020-02-24 13:35:50,,0.0
19884,45.0,45.0,上海,2020-02-24 13:35:46,2020-02-24 13:35:52,0.0
19885,64.0,64.0,江苏省,2020-02-24 13:32:56,2020-02-24 13:33:07,0.0
19886,45.0,45.0,上海,2020-02-24 13:32:06,2020-02-24 13:32:12,0.0
19887,45.0,0.0,浙江省,2020-02-24 13:30:35,2020-02-24 13:31:46,45.0
19888,81.0,81.0,江苏省,2020-02-24 13:30:22,2020-02-24 13:30:33,0.0
19889,119.0,119.0,江苏省,2020-02-24 13:30:21,2020-02-24 13:30:40,0.0
19890,152.0,152.0,江苏省,2020-02-24 13:28:59,2020-02-24 13:29:08,0.0
19891,119.0,0.0,天津,2020-02-24 13:25:52,2020-02-24 13:26:22,119.0
19892,119.0,119.0,天津,2020-02-24 13:24:50,2020-02-24 13:25:01,0.0
19893,119.0,119.0,四川省,2020-02-24 13:23:49,2020-02-24 13:24:09,0.0
19894,77.0,77.0,广东省,2020-02-24 13:22:35,2020-02-24 13:22:44,0.0
19895,144.0,0.0,重庆,2020-02-24 13:22:26,,0.0
19896,120.0,120.0,重庆,2020-02-24 13:20:09,2020-02-24 13:20:35,0.0
19897,21.0,0.0,江苏省,2020-02-24 13:19:39,,0.0
19898,21.0,0.0,江苏省,2020-02-24 13:19:23,,0.0
19899,119.0,119.0,山西省,2020-02-24 13:18:11,2020-02-24 13:18:16,0.0
19900,119.0,119.0,四川省,2020-02-24 13:17:42,2020-02-24 13:17:55,0.0
19901,21.0,21.0,辽宁省,2020-02-24 13:16:37,2020-02-24 13:18:50,0.0
19902,119.0,119.0,四川省,2020-02-24 13:14:31,2020-02-24 13:15:07,0.0
19903,119.0,119.0,浙江省,2020-02-24 13:14:12,2020-02-24 13:14:33,0.0
19904,45.0,45.0,浙江省,2020-02-24 13:13:19,2020-02-24 13:13:24,0.0
19905,85.0,85.0,广东省,2020-02-24 13:12:36,2020-02-24 13:12:45,0.0
19906,43.0,43.0,北京,2020-02-24 13:12:29,2020-02-24 13:12:36,0.0
19907,102.0,102.0,辽宁省,2020-02-24 13:12:19,2020-02-24 13:12:26,0.0
19908,119.0,0.0,上海,2020-02-24 13:11:17,2020-02-24 13:11:20,119.0
19909,119.0,119.0,江苏省,2020-02-24 13:11:10,2020-02-24 13:11:17,0.0
19910,77.0,77.0,湖南省,2020-02-24 13:11:00,2020-02-24 13:11:06,0.0
19911,302.0,302.0,上海,2020-02-24 13:10:38,2020-02-24 13:10:42,0.0
19912,81.0,81.0,广东省,2020-02-24 13:10:21,2020-02-24 13:10:34,0.0
19913,119.0,0.0,吉林省,2020-02-24 13:10:20,2020-02-24 13:10:24,119.0
19914,119.0,119.0,北京,2020-02-24 13:10:07,2020-02-24 13:10:12,0.0
19915,37.0,0.0,四川省,2020-02-24 13:09:50,,0.0
19916,69.0,0.0,上海,2020-02-24 13:08:22,,0.0
19917,21.0,0.0,广东省,2020-02-24 13:06:59,,0.0
19918,112.0,112.0,福建省,2020-02-24 13:06:38,2020-02-24 13:06:42,0.0
19919,21.0,21.0,山西省,2020-02-24 13:05:05,2020-02-24 13:05:10,0.0
19920,230.0,230.0,江苏省,2020-02-24 13:04:28,2020-02-24 13:06:46,0.0
19921,37.0,0.0,广东省,2020-02-24 13:04:25,2020-02-24 13:04:31,37.0
19922,61.0,61.0,河北省,2020-02-24 13:02:46,2020-02-24 13:02:55,0.0
19923,37.0,37.0,天津,2020-02-24 13:01:59,2020-02-24 13:02:12,0.0
19924,21.0,21.0,山东省,2020-02-24 13:01:41,2020-02-24 13:08:17,0.0
19925,151.0,119.0,湖南省,2020-02-24 13:01:13,2020-02-24 13:01:24,32.0
19926,85.0,85.0,上海,2020-02-24 13:00:47,2020-02-24 13:01:02,0.0
19927,227.0,227.0,河北省,2020-02-24 13:00:32,2020-02-24 14:26:52,0.0
19928,101.0,101.0,浙江省,2020-02-24 12:59:17,2020-02-24 12:59:45,0.0
19929,37.0,37.0,陕西省,2020-02-24 12:58:32,2020-02-24 12:58:40,0.0
19930,69.0,0.0,辽宁省,2020-02-24 12:57:33,2020-02-24 13:24:19,69.0
19931,37.0,37.0,四川省,2020-02-24 12:57:10,2020-02-24 12:57:21,0.0
19932,81.0,81.0,上海,2020-02-24 12:56:52,2020-02-24 12:56:55,0.0
19933,101.0,101.0,山东省,2020-02-24 12:56:50,2020-02-24 12:57:01,0.0
19934,45.0,0.0,云南省,2020-02-24 12:56:32,2020-02-24 12:58:15,45.0
19935,119.0,0.0,上海,2020-02-24 12:56:20,2020-02-24 12:56:34,119.0
19936,37.0,37.0,北京,2020-02-24 12:54:42,2020-02-24 12:54:51,0.0
19937,43.0,43.0,北京,2020-02-24 12:54:03,2020-02-24 12:54:35,0.0
19938,75.0,75.0,河北省,2020-02-24 12:52:19,2020-02-24 12:52:27,0.0
19939,144.0,144.0,江苏省,2020-02-24 12:51:16,2020-02-24 12:51:24,0.0
19940,81.0,81.0,河北省,2020-02-24 12:51:08,2020-02-24 12:51:24,0.0
19941,151.0,151.0,江苏省,2020-02-24 12:49:51,2020-02-24 12:49:55,0.0
19942,119.0,0.0,广东省,2020-02-24 12:49:43,,0.0
19943,189.0,189.0,广东省,2020-02-24 12:49:35,2020-02-24 12:49:52,0.0
19944,104.0,0.0,上海,2020-02-24 12:49:21,2020-02-24 12:49:25,104.0
19945,116.0,0.0,北京,2020-02-24 12:49:18,2020-02-24 12:49:27,116.0
19946,21.0,0.0,云南省,2020-02-24 12:49:12,,0.0
19947,37.0,37.0,天津,2020-02-24 12:49:12,2020-02-24 12:49:22,0.0
19948,45.0,45.0,辽宁省,2020-02-24 12:48:05,2020-02-24 12:48:11,0.0
19949,119.0,0.0,上海,2020-02-24 12:46:34,2020-02-24 12:46:40,119.0
19950,21.0,21.0,江苏省,2020-02-24 12:45:39,2020-02-24 12:45:47,0.0
19951,151.0,151.0,江苏省,2020-02-24 12:45:38,2020-02-24 12:45:46,0.0
19952,45.0,45.0,天津,2020-02-24 12:45:06,2020-02-24 12:45:17,0.0
19953,37.0,37.0,山东省,2020-02-24 12:44:54,2020-02-24 12:45:04,0.0
19954,223.0,223.0,河北省,2020-02-24 12:43:34,2020-02-24 12:43:42,0.0
19955,37.0,37.0,广东省,2020-02-24 12:42:07,2020-02-24 12:42:28,0.0
19956,194.0,194.0,上海,2020-02-24 12:42:00,2020-02-24 12:42:09,0.0
19957,85.0,0.0,重庆,2020-02-24 12:41:35,2020-02-24 12:41:40,85.0
19958,119.0,119.0,甘肃省,2020-02-24 12:41:34,2020-02-24 12:41:41,0.0
19959,292.0,0.0,上海,2020-02-24 12:41:25,2020-02-24 12:41:30,292.0
19960,85.0,85.0,四川省,2020-02-24 12:40:47,2020-02-24 12:41:00,0.0
19961,104.0,104.0,浙江省,2020-02-24 12:39:32,2020-02-24 12:39:37,0.0
19962,45.0,45.0,云南省,2020-02-24 12:39:07,2020-02-24 12:39:12,0.0
19963,69.0,0.0,江苏省,2020-02-24 12:37:43,,0.0
19964,37.0,37.0,上海,2020-02-24 12:37:40,2020-02-24 12:37:49,0.0
19965,238.0,238.0,安徽省,2020-02-24 12:37:33,2020-02-24 12:37:41,0.0
19966,53.0,53.0,福建省,2020-02-24 12:36:42,2020-02-24 12:37:03,0.0
19967,77.0,77.0,四川省,2020-02-24 12:36:23,2020-02-24 12:36:29,0.0
19968,45.0,45.0,广东省,2020-02-24 12:35:26,2020-02-24 12:36:12,0.0
19969,119.0,119.0,浙江省,2020-02-24 12:34:07,2020-02-24 12:35:00,0.0
19970,119.0,119.0,天津,2020-02-24 12:34:04,2020-02-24 12:34:13,0.0
19971,85.0,85.0,北京,2020-02-24 12:33:00,2020-02-24 12:33:47,0.0
19972,119.0,119.0,安徽省,2020-02-24 12:32:31,2020-02-24 12:32:43,0.0
19973,45.0,0.0,海南省,2020-02-24 12:32:13,2020-02-24 12:32:17,45.0
19974,45.0,45.0,广东省,2020-02-24 12:31:30,2020-02-24 12:31:38,0.0
19975,77.0,77.0,上海,2020-02-24 12:31:01,2020-02-24 12:32:22,0.0
19976,85.0,85.0,湖南省,2020-02-24 12:30:48,2020-02-24 12:31:02,0.0
19977,61.0,61.0,江苏省,2020-02-24 12:30:41,2020-02-24 12:30:51,0.0
19978,53.0,53.0,湖南省,2020-02-24 12:30:00,2020-02-24 12:30:17,0.0
19979,119.0,119.0,上海,2020-02-24 12:29:12,2020-02-24 12:29:15,0.0
19980,119.0,119.0,福建省,2020-02-24 12:28:49,2020-02-24 12:29:26,0.0
19981,304.0,0.0,青海省,2020-02-24 12:27:30,2020-02-24 12:27:44,304.0
19982,21.0,21.0,浙江省,2020-02-24 12:26:53,2020-02-24 12:27:04,0.0
19983,119.0,0.0,浙江省,2020-02-24 12:26:09,2020-02-24 12:26:19,119.0
19984,102.0,102.0,重庆,2020-02-24 12:26:04,2020-02-24 12:26:23,0.0
19985,85.0,85.0,山东省,2020-02-24 12:25:19,2020-02-24 12:25:36,0.0
19986,119.0,119.0,四川省,2020-02-24 12:25:18,2020-02-24 12:25:23,0.0
19987,45.0,45.0,湖南省,2020-02-24 12:25:04,2020-02-24 12:25:18,0.0
